"id","id2","año","año2","año3","partido","fecha","fase","grupo","id_grupo","pais","pais_min","xx","xxx","id_jugador","apellido","nombre","xxxx","id_pais_jugador","pais_jugador","pais_jugador_min","tiempo_gol","tiempo_gol2","xxxxx","parte_partido","xxxxxx","xxxxxx"
"313","G-0313","1954","1954 FIFA World Cup","M-1954-01","Brazil v Mexico","1954-06-16","group stage","Group 1","T-09","Brazil","BRA","1","0","P-02090","Baltazar","not applicable","0","T-09","Brazil","BRA","23'","23","0","first half","0","0"
"314","G-0314","1954","1954 FIFA World Cup","M-1954-01","Brazil v Mexico","1954-06-16","group stage","Group 1","T-09","Brazil","BRA","1","0","P-09343","Didi","not applicable","0","T-09","Brazil","BRA","30'","30","0","first half","0","0"
"315","G-0315","1954","1954 FIFA World Cup","M-1954-01","Brazil v Mexico","1954-06-16","group stage","Group 1","T-09","Brazil","BRA","1","0","P-01463","Pinga","not applicable","0","T-09","Brazil","BRA","34'","34","0","first half","0","0"
"316","G-0316","1954","1954 FIFA World Cup","M-1954-01","Brazil v Mexico","1954-06-16","group stage","Group 1","T-09","Brazil","BRA","1","0","P-01463","Pinga","not applicable","0","T-09","Brazil","BRA","43'","43","0","first half","0","0"
"317","G-0317","1954","1954 FIFA World Cup","M-1954-01","Brazil v Mexico","1954-06-16","group stage","Group 1","T-09","Brazil","BRA","1","0","P-09713","Julinho","not applicable","0","T-09","Brazil","BRA","69'","69","0","second half","0","0"
"318","G-0318","1954","1954 FIFA World Cup","M-1954-02","Yugoslavia v France","1954-06-16","group stage","Group 1","T-83","Yugoslavia","YUG","1","0","P-05338","Milutinović","Miloš","0","T-83","Yugoslavia","YUG","15'","15","0","first half","0","0"
"319","G-0319","1954","1954 FIFA World Cup","M-1954-03","Austria v Scotland","1954-06-16","group stage","Group 3","T-05","Austria","AUT","1","0","P-01943","Probst","Erich","0","T-05","Austria","AUT","33'","33","0","first half","0","0"
"320","G-0320","1954","1954 FIFA World Cup","M-1954-04","Uruguay v Czechoslovakia","1954-06-16","group stage","Group 3","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","71'","71","0","second half","0","0"
"321","G-0321","1954","1954 FIFA World Cup","M-1954-04","Uruguay v Czechoslovakia","1954-06-16","group stage","Group 3","T-80","Uruguay","URY","1","0","P-08519","Schiaffino","Juan Alberto","0","T-80","Uruguay","URY","84'","84","0","second half","0","0"
"322","G-0322","1954","1954 FIFA World Cup","M-1954-05","Switzerland v Italy","1954-06-17","group stage","Group 4","T-72","Switzerland","CHE","1","0","P-01567","Ballaman","Robert","0","T-72","Switzerland","CHE","18'","18","0","first half","0","0"
"323","G-0323","1954","1954 FIFA World Cup","M-1954-05","Switzerland v Italy","1954-06-17","group stage","Group 4","T-72","Switzerland","CHE","1","0","P-05476","Hügi","Josef","0","T-72","Switzerland","CHE","78'","78","0","second half","0","0"
"324","G-0324","1954","1954 FIFA World Cup","M-1954-05","Switzerland v Italy","1954-06-17","group stage","Group 4","T-39","Italy","ITA","0","1","P-09693","Boniperti","Giampiero","0","T-39","Italy","ITA","44'","44","0","first half","0","0"
"325","G-0325","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-03793","Puskás","Ferenc","0","T-34","Hungary","HUN","12'","12","0","first half","0","0"
"326","G-0326","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-03793","Puskás","Ferenc","0","T-34","Hungary","HUN","89'","89","0","second half","0","0"
"327","G-0327","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-04992","Lantos","Mihály","0","T-34","Hungary","HUN","18'","18","0","first half","0","0"
"328","G-0328","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07498","Kocsis","Sándor","0","T-34","Hungary","HUN","24'","24","0","first half","0","0"
"329","G-0329","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07498","Kocsis","Sándor","0","T-34","Hungary","HUN","36'","36","0","first half","0","0"
"330","G-0330","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07498","Kocsis","Sándor","0","T-34","Hungary","HUN","50'","50","0","second half","0","0"
"331","G-0331","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-00157","Czibor","Zoltán","0","T-34","Hungary","HUN","59'","59","0","second half","0","0"
"332","G-0332","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-05477","Palotás","Péter","0","T-34","Hungary","HUN","75'","75","0","second half","0","0"
"333","G-0333","1954","1954 FIFA World Cup","M-1954-06","Hungary v South Korea","1954-06-17","group stage","Group 2","T-34","Hungary","HUN","1","0","P-05477","Palotás","Péter","0","T-34","Hungary","HUN","83'","83","0","second half","0","0"
"334","G-0334","1954","1954 FIFA World Cup","M-1954-07","West Germany v Turkey","1954-06-17","group stage","Group 2","T-82","West Germany","DEU","1","0","P-09457","Schäfer","Hans","0","T-82","West Germany","DEU","14'","14","0","first half","0","0"
"335","G-0335","1954","1954 FIFA World Cup","M-1954-07","West Germany v Turkey","1954-06-17","group stage","Group 2","T-82","West Germany","DEU","1","0","P-02472","Klodt","Bernhard","0","T-82","West Germany","DEU","52'","52","0","second half","0","0"
"336","G-0336","1954","1954 FIFA World Cup","M-1954-07","West Germany v Turkey","1954-06-17","group stage","Group 2","T-82","West Germany","DEU","1","0","P-00546","Walter","Ottmar","0","T-82","West Germany","DEU","60'","60","0","second half","0","0"
"337","G-0337","1954","1954 FIFA World Cup","M-1954-07","West Germany v Turkey","1954-06-17","group stage","Group 2","T-82","West Germany","DEU","1","0","P-01070","Morlock","Max","0","T-82","West Germany","DEU","84'","84","0","second half","0","0"
"338","G-0338","1954","1954 FIFA World Cup","M-1954-07","West Germany v Turkey","1954-06-17","group stage","Group 2","T-76","Turkey","TUR","0","1","P-00803","Mamat","Suat","0","T-76","Turkey","TUR","2'","2","0","first half","0","0"
"339","G-0339","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-27","England","ENG","1","0","P-08640","Broadis","Ivor","0","T-27","England","ENG","26'","26","0","first half","0","0"
"340","G-0340","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-27","England","ENG","1","0","P-08640","Broadis","Ivor","0","T-27","England","ENG","63'","63","0","second half","0","0"
"341","G-0341","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-27","England","ENG","1","0","P-05298","Lofthouse","Nat","0","T-27","England","ENG","36'","36","0","first half","0","0"
"342","G-0342","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-27","England","ENG","1","0","P-05298","Lofthouse","Nat","0","T-27","England","ENG","91'","91","0","extra time, first half","0","0"
"343","G-0343","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-06","Belgium","BEL","0","1","P-08269","Anoul","Léopold","0","T-06","Belgium","BEL","5'","5","0","first half","0","0"
"344","G-0344","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-06","Belgium","BEL","0","1","P-08269","Anoul","Léopold","0","T-06","Belgium","BEL","71'","71","0","second half","0","0"
"345","G-0345","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-06","Belgium","BEL","0","1","P-00146","Coppens","Henri","0","T-06","Belgium","BEL","67'","67","0","second half","0","0"
"346","G-0346","1954","1954 FIFA World Cup","M-1954-08","England v Belgium","1954-06-17","group stage","Group 4","T-06","Belgium","BEL","0","1","P-06077","Dickinson","Jimmy","0","T-27","England","ENG","94'","94","0","extra time, first half","1","0"
"347","G-0347","1954","1954 FIFA World Cup","M-1954-09","Uruguay v Scotland","1954-06-19","group stage","Group 3","T-80","Uruguay","URY","1","0","P-02079","Borges","Carlos","0","T-80","Uruguay","URY","17'","17","0","first half","0","0"
"348","G-0348","1954","1954 FIFA World Cup","M-1954-09","Uruguay v Scotland","1954-06-19","group stage","Group 3","T-80","Uruguay","URY","1","0","P-02079","Borges","Carlos","0","T-80","Uruguay","URY","47'","47","0","second half","0","0"
"349","G-0349","1954","1954 FIFA World Cup","M-1954-09","Uruguay v Scotland","1954-06-19","group stage","Group 3","T-80","Uruguay","URY","1","0","P-02079","Borges","Carlos","0","T-80","Uruguay","URY","57'","57","0","second half","0","0"
"350","G-0350","1954","1954 FIFA World Cup","M-1954-09","Uruguay v Scotland","1954-06-19","group stage","Group 3","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","30'","30","0","first half","0","0"
"351","G-0351","1954","1954 FIFA World Cup","M-1954-09","Uruguay v Scotland","1954-06-19","group stage","Group 3","T-80","Uruguay","URY","1","0","P-06216","Míguez","Oscar","0","T-80","Uruguay","URY","83'","83","0","second half","0","0"
"352","G-0352","1954","1954 FIFA World Cup","M-1954-09","Uruguay v Scotland","1954-06-19","group stage","Group 3","T-80","Uruguay","URY","1","0","P-06675","Abbadie","Julio","0","T-80","Uruguay","URY","54'","54","0","second half","0","0"
"353","G-0353","1954","1954 FIFA World Cup","M-1954-09","Uruguay v Scotland","1954-06-19","group stage","Group 3","T-80","Uruguay","URY","1","0","P-06675","Abbadie","Julio","0","T-80","Uruguay","URY","85'","85","0","second half","0","0"
"354","G-0354","1954","1954 FIFA World Cup","M-1954-10","Brazil v Yugoslavia","1954-06-19","group stage","Group 1","T-09","Brazil","BRA","1","0","P-09343","Didi","not applicable","0","T-09","Brazil","BRA","69'","69","0","second half","0","0"
"355","G-0355","1954","1954 FIFA World Cup","M-1954-10","Brazil v Yugoslavia","1954-06-19","group stage","Group 1","T-83","Yugoslavia","YUG","0","1","P-02177","Zebec","Branko","0","T-83","Yugoslavia","YUG","48'","48","0","second half","0","0"
"356","G-0356","1954","1954 FIFA World Cup","M-1954-11","Austria v Czechoslovakia","1954-06-19","group stage","Group 3","T-05","Austria","AUT","1","0","P-04091","Stojaspal","Ernst","0","T-05","Austria","AUT","3'","3","0","first half","0","0"
"357","G-0357","1954","1954 FIFA World Cup","M-1954-11","Austria v Czechoslovakia","1954-06-19","group stage","Group 3","T-05","Austria","AUT","1","0","P-04091","Stojaspal","Ernst","0","T-05","Austria","AUT","65'","65","0","second half","0","0"
"358","G-0358","1954","1954 FIFA World Cup","M-1954-11","Austria v Czechoslovakia","1954-06-19","group stage","Group 3","T-05","Austria","AUT","1","0","P-01943","Probst","Erich","0","T-05","Austria","AUT","4'","4","0","first half","0","0"
"359","G-0359","1954","1954 FIFA World Cup","M-1954-11","Austria v Czechoslovakia","1954-06-19","group stage","Group 3","T-05","Austria","AUT","1","0","P-01943","Probst","Erich","0","T-05","Austria","AUT","21'","21","0","first half","0","0"
"360","G-0360","1954","1954 FIFA World Cup","M-1954-11","Austria v Czechoslovakia","1954-06-19","group stage","Group 3","T-05","Austria","AUT","1","0","P-01943","Probst","Erich","0","T-05","Austria","AUT","24'","24","0","first half","0","0"
"361","G-0361","1954","1954 FIFA World Cup","M-1954-12","France v Mexico","1954-06-19","group stage","Group 1","T-28","France","FRA","1","0","P-08257","Vincent","Jean","0","T-28","France","FRA","19'","19","0","first half","0","0"
"362","G-0362","1954","1954 FIFA World Cup","M-1954-12","France v Mexico","1954-06-19","group stage","Group 1","T-28","France","FRA","1","0","P-07100","Kopa","Raymond","0","T-28","France","FRA","88'","88","0","second half","0","1"
"363","G-0363","1954","1954 FIFA World Cup","M-1954-12","France v Mexico","1954-06-19","group stage","Group 1","T-44","Mexico","MEX","0","1","P-08285","Lamadrid","José Luis","0","T-44","Mexico","MEX","54'","54","0","second half","0","0"
"364","G-0364","1954","1954 FIFA World Cup","M-1954-12","France v Mexico","1954-06-19","group stage","Group 1","T-44","Mexico","MEX","0","1","P-04833","Balcázar","Tomás","0","T-44","Mexico","MEX","85'","85","0","second half","0","0"
"365","G-0365","1954","1954 FIFA World Cup","M-1954-12","France v Mexico","1954-06-19","group stage","Group 1","T-28","France","FRA","1","0","P-05812","Cárdenas","Raúl","0","T-44","Mexico","MEX","46'","46","0","second half","1","0"
"366","G-0366","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07498","Kocsis","Sándor","0","T-34","Hungary","HUN","3'","3","0","first half","0","0"
"367","G-0367","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07498","Kocsis","Sándor","0","T-34","Hungary","HUN","21'","21","0","first half","0","0"
"368","G-0368","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07498","Kocsis","Sándor","0","T-34","Hungary","HUN","69'","69","0","second half","0","0"
"369","G-0369","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07498","Kocsis","Sándor","0","T-34","Hungary","HUN","78'","78","0","second half","0","0"
"370","G-0370","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-03793","Puskás","Ferenc","0","T-34","Hungary","HUN","17'","17","0","first half","0","0"
"371","G-0371","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-09699","Hidegkuti","Nándor","0","T-34","Hungary","HUN","52'","52","0","second half","0","0"
"372","G-0372","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-09699","Hidegkuti","Nándor","0","T-34","Hungary","HUN","54'","54","0","second half","0","0"
"373","G-0373","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-34","Hungary","HUN","1","0","P-07881","Tóth","József","0","T-34","Hungary","HUN","75'","75","0","second half","0","0"
"374","G-0374","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-82","West Germany","DEU","0","1","P-01092","Pfaff","Alfred","0","T-82","West Germany","DEU","25'","25","0","first half","0","0"
"375","G-0375","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-82","West Germany","DEU","0","1","P-08148","Rahn","Helmut","0","T-82","West Germany","DEU","77'","77","0","second half","0","0"
"376","G-0376","1954","1954 FIFA World Cup","M-1954-13","Hungary v West Germany","1954-06-20","group stage","Group 2","T-82","West Germany","DEU","0","1","P-02291","Herrmann","Richard","0","T-82","West Germany","DEU","84'","84","0","second half","0","0"
"377","G-0377","1954","1954 FIFA World Cup","M-1954-14","Turkey v South Korea","1954-06-20","group stage","Group 2","T-76","Turkey","TUR","1","0","P-00803","Mamat","Suat","0","T-76","Turkey","TUR","10'","10","0","first half","0","0"
"378","G-0378","1954","1954 FIFA World Cup","M-1954-14","Turkey v South Korea","1954-06-20","group stage","Group 2","T-76","Turkey","TUR","1","0","P-00803","Mamat","Suat","0","T-76","Turkey","TUR","30'","30","0","first half","0","0"
"379","G-0379","1954","1954 FIFA World Cup","M-1954-14","Turkey v South Korea","1954-06-20","group stage","Group 2","T-76","Turkey","TUR","1","0","P-07363","Küçükandonyadis","Lefter","0","T-76","Turkey","TUR","24'","24","0","first half","0","0"
"380","G-0380","1954","1954 FIFA World Cup","M-1954-14","Turkey v South Korea","1954-06-20","group stage","Group 2","T-76","Turkey","TUR","1","0","P-03219","Sargun","Burhan","0","T-76","Turkey","TUR","37'","37","0","first half","0","0"
"381","G-0381","1954","1954 FIFA World Cup","M-1954-14","Turkey v South Korea","1954-06-20","group stage","Group 2","T-76","Turkey","TUR","1","0","P-03219","Sargun","Burhan","0","T-76","Turkey","TUR","64'","64","0","second half","0","0"
"382","G-0382","1954","1954 FIFA World Cup","M-1954-14","Turkey v South Korea","1954-06-20","group stage","Group 2","T-76","Turkey","TUR","1","0","P-03219","Sargun","Burhan","0","T-76","Turkey","TUR","70'","70","0","second half","0","0"
